ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
15245,kosrae,26,0,26-0,,1621[263]
335,hawaiians,69,3,69-3,,1525[95];148
9248,laboya,83,1,83-1,,176[152-153]
14986,bughotu,4,1709,,,1814[23];123
11229,dusun,38,0,38-0,,1518[15-37]
14988,bughotu,19,2,19-2,,15[109]
14989,bughotu,20,0,20-0,,14[Map 2.21]
19137,mussau,34,1,34-1,,1832[25]
14899,anuta,30,3,30-3,,1609[76]
11226,dusun,40,2,40-2,,"1518[15-37, 19, 25]"
11443,dusun,42,1,42-1,,1518[145]
7844,isneg,70,2,70-2,,"1283[2, 16]"
5555,marquesas,81,3,81-3,,405[190]
14991,bughotu,94,1,94-1,,"1611[65, 59]"
906,mare,81,3,81-3,,61[19]
11641,cheke-holo,79,1,79-1,,
14900,anuta,31,0,31-0,,1609
11640,cheke-holo,78,0,78-0,,
8489,karo,70,2,70-2,,"1327[79-87, 82-83, 111-134]"
11926,ami,90,1,90-1,,1547[277]
907,mare,82,2,82-2,,61[21-34]
5071,tonga,28,1,28-1,,850[223-227]
6840,moriori,83,0,83-0,,1210[73]
15246,kosrae,27,0,27-0,,1621[263]
908,mare,83,0,83-0,,61[21-34]
19146,mussau,38,0,38-0,,1832[170-177];1833[157-162]
19147,mussau,40,1,40-1,,1832[170-177];1833[157-162]
8012,nage,81,3,81-3,,1289[20-21]
6841,moriori,84,1,84-1,,1210[73]
9950,pukapuka,40,2,40-2,,1438[308]
8013,nage,82,2,82-2,,1278[18]
20561,tongareva,140,3,140-3,,1867[340]
20562,tongareva,141,3,141-3,,1867[340]
11912,ami,81,3,81-3,,562[117];1547[260]
19161,mussau,51,0,51-0,,"1832[67-88, 170-177]"
19159,mussau,49,0,49-0,,"1832[145-160, 170-177]"
8014,nage,83,1,83-1,,1278[18-19]
1227,nias,82,2,82-2,,240[4]
1228,nias,83,0,83-0,,253
3989,nendo,83,0,83-0,,"664[60];679[9, 103]"
15607,kosrae,90,1,90-1,,1622[130]
11171,besemah,81,3,81-3,,1514[199];1549[35]
7929,ngaju,82,2,82-2,,1290[2]
7910,ngaju,11,2,11-2,,1290[39-119];1293
11956,ami,79,1,79-1,,561
2486,rennell,81,3,81-3,,457[21]
6750,rapa-nui,84,4,84-4,,1203[44]
1201,nias,39,1,39-1,,1566[19-25];243[150-157]
5813,eastern-toraja,26,2,26-2,,"993[283-365, 526-565]"
20163,main-reef-islands,73,3,73-3,,1563
5814,eastern-toraja,27,3,27-3,,"993[283-365, 526-565]"
2351,tikopia,59,1,59-1,,438[31-63]
7226,sama-dilaut,82,0,82-0,,1234[196-198]
5707,kelabit,70,1,70-1,,989[70-71]
5864,roviana,81,3,81-3,,1016
15249,kosrae,17,2,17-2,,1621[267];1622[128]
5161,southern-toraja,94,1,94-1,,713[135]
11007,kwaraae,69,3,69-3,,1498[171]
3823,nendo,10,3600,,,1202[290]
20160,main-reef-islands,77,2,77-2,,1563
8315,ulithi,10,450,,,1343[24]
4836,manus-titan,69,3,69-3,,"802[74];724[71, 73]"
4432,tanimbar,82,2,82-2,,735[8]
16615,gaddang-pagan,141,5,141-5,,562[101]
16660,gaddang-pagan,142,3,142-3,,562[101-102]
5651,kayan,81,3,81-3,,966;970[25-30]
2512,rarotonga,62,1,62-1,,198[16]
20181,main-reef-islands,26,0,26-0,,1563
20182,main-reef-islands,27,0,27-0,,1563
300,hawaiians,34,1,34-1,,84[72-74];88[15]
11958,ami,88,2014,,,149
6680,ifaluk,79,0,79-0,,1199[13-14]
1259,samoan,62,1,62-1,,271[234-235]
13695,tolai,105,1,105-1,,782[334-335]
16738,tolai,142,5,142-5,,782[335]
2474,rennell,67,0,67-0,,457[111]
20189,main-reef-islands,143,0,143-0,,1563
5095,tonga,83,0,83-0,,846[205-207];845[72-84]
248,lifou,69,3,69-3,,61[62];70;1365
1154,samoan,81,3,81-3,,1155[287-288]
6366,wogeo,82,2,82-2,,1104[49]
11963,dusun,65,0,65-0,,1518[Plates II-XXII]
6621,ifaluk,55,1,55-1,,23[419]
11960,dusun,66,1,66-1,,"1518[4, 87-133]"
11771,ami,49,0,49-0,,1603;1521
20190,main-reef-islands,31,3,31-3,,1563
6684,ifaluk,90,1,90-1,,1199[14]
6648,ifaluk,23,4,23-4,,1184[42-54]
11860,dusun,54,0,54-0,,23;24;234[263]
11223,dusun,95,0,95-0,,1518[15-37]
2409,rennell,3,23,,,457[8];123
249,lifou,70,1,70-1,,61[57-59]
4778,manus-titan,61,1,61-1,,1670[233]
12969,chuuk,106,3,106-3,,337[30]
4256,southern-toraja,39,2,39-2,,"728[121-132, 145-159]"
4768,manus-titan,3,0,,,1670[210]
971,subanun,62,1,62-1,,"210[82-83, 91]"
4266,southern-toraja,49,1,49-1,,728[47];1592[121-122]
7567,tagbanuwa,59,2,59-2,,"1250[123-139, 145-247]"
11864,dusun,55,0,55-0,,379;24;234[263]
6609,ifaluk,47,0,47-0,,1184[208-209]
5856,eastern-toraja,24,2,24-2,,993[283-365]
4300,southern-toraja,92,2,92-2,,865[353-394]
4657,fijians,36,2,36-2,,1570[24-38];1784
6670,ifaluk,69,3,69-3,,"1184[9-10, 200-206]"
6650,ifaluk,25,1,25-1,,1184[31-32]
6676,ifaluk,75,2,75-2,,1199[19]
2829,Varisi,45,1,45-1,,550[247]
2497,rennell,90,1,90-1,,463[6]
16349,futuna,140,3,140-3,,424[38]
2485,rennell,80,1,80-1,,463[14]
15181,niue,37,1,37-1,,1618[158-163]
4666,fijians,45,1,45-1,,"1570[38, 42-43]"
9796,Seniang,69,2,69-2,,"1580[164, 166]"
11955,ami,78,2,78-2,,561
1790,tanna,59,2,59-2,,346[150-151]
5094,tonga,82,2,82-2,,846[206]
302,hawaiians,36,0,36-0,,"88[3-36, 9-10, 11-12, 31]"
350,hawaiians,84,1,84-1,,1525[95]
2830,Varisi,46,0,46-0,,550[9]
81,manam,69,3,69-3,,979[66-67]
3143,waropen,82,2,82-2,,571[20-21]
10168,mangaia,70,0,70-0,,1452[7-72]
5815,eastern-toraja,29,2,29-2,,"993[283-365, 566-582]"
5256,hawaiians,95,0,95-0,,"88[3-36, 9-10, 11-12, 31]"
11950,ami,73,3,73-3,,561
8942,kapingamarangi,62,1,62-1,,"1369[206-207, 277]"
5816,eastern-toraja,30,1,30-1,,"993[283-365, 566-582]"
294,hawaiians,28,3,28-3,,79[2-3]
338,hawaiians,72,3,72-3,,1525[95]
341,hawaiians,75,3,75-3,,1525[96]
343,hawaiians,77,2,77-2,,1525[4]
4863,fijians,54,1,54-1,,24[143];813[74-75]
11954,ami,77,2,77-2,,
15224,niue,56,1,56-1,,24;1618[184]
15225,niue,57,1,57-1,,24;1618[184-185]
11957,ami,80,2,80-2,,561
472,marshall-islands,70,1,70-1,,1151[192]
9945,pukapuka,36,0,36-0,,1438[308-338]
11951,ami,74,2,74-2,,562[117]
11962,dusun,68,0,68-0,,"1518[87-133, 101]"
4652,fijians,67,2,67-2,,778[166-167];763[341]
15464,goodenough-island,55,0,55-0,,23;234;24
15465,goodenough-island,56,0,56-0,,23;234;24
12693,kwaraae,106,2,106-2,,1221[161]
9948,pukapuka,38,2,38-2,,"1438[308, 310, 313-314]"
4645,fijians,84,1,84-1,,1574[22]
395,Maohi,36,1,36-1,,122[47-122]
19144,mussau,95,0,95-0,,1832[170-177];1833[157-162]
5132,fijians,23,4,23-4,,"1783[352, 355, ]"
5817,eastern-toraja,31,1,31-1,,993[508]
20201,main-reef-islands,46,0,46-0,,1563
19143,mussau,36,1,36-1,,1832[170-177];1833[157-162]
19145,mussau,37,1,37-1,,1832[170-177];1833[157-162]
19544,visayans,74,2,74-2,,562[15];1852[18]
10634,mota,63,1,63-1,,1590
20148,main-reef-islands,141,3,141-3,,1563
7092,kaoka,11,2,11-2,,"1224[2, 5, 6]"
15227,niue,1,1848,,,"1618[3-4, 30-34]"
950,subanun,37,2,37-2,,216[153]
9693,mekeo,69,3,69-3,,1404[20-25]
9694,mekeo,70,1,70-1,,1404[20-25]
12854,small_islands,88,2014,,,1469;1472
8951,kapingamarangi,11,2,11-2,,"1369[64, 66, 80, 94]"
4804,manus-titan,59,2,59-2,,1796[18-50];1576[178]
5172,manus-titan,95,0,95-0,,1796[18-50];720
16347,erromango,140,3,140-3,,1736[84]
7452,tagbanuwa,20,2,20-2,,"1250[17, 41, 139, 170]"
4616,fijians,29,2,29-2,,1783[370];778[89-93]
19163,mussau,39,0,39-0,,1832[170-177];1833[157-162]
19164,mussau,44,0,44-0,,1832[170-177];1833[157-162]
19165,mussau,45,1,45-1,,1832[156]
4612,fijians,25,1,25-1,,1783[370];805[144]
19166,mussau,46,1,46-1,,1832[170-177];1833[157-162]
8950,kapingamarangi,10,300,,,"1369[64, 66]"
7746,mangareva,16,4,16-4,,"1269[20-99, 187-194]"
9949,pukapuka,39,2,39-2,,1438[308-317]
14807,manihiki-rakahanga,34,1,34-1,,"1604[207, 209-210]"
9960,pukapuka,45,1,45-1,,1438[301]
10974,ata-tana-aai,81,0,81-0,,"1504[10];1548[193, 194-195]"
9952,pukapuka,47,0,47-0,,1438[375-377]
9729,Seniang,38,2,38-2,,1422
19167,mussau,47,0,47-0,,1832[170-177];1833[157-162]
10684,mota,81,3,81-3,,1492[128]
9056,small_islands,40,2,40-2,,"1384[12, 218-225, 235]"
9957,pukapuka,42,1,42-1,,"1438[314, 336]"
14828,manihiki-rakahanga,47,0,47-0,,1604[21]
19168,mussau,42,0,42-0,,1832[170-177];1833[157-162]
9965,pukapuka,51,1,51-1,,"1438[32, 309-310]"
10685,mota,82,0,82-0,,1492[129-137]
2839,Varisi,55,1,55-1,,550[242-243]
6260,mentawai,70,2,70-2,,243[160];1083[72-73]
9947,pukapuka,37,1,37-1,,"1438[308-338, 333, 336-337]"
15482,goodenough-island,68,0,68-0,,"1617[48-55, 90-108]"
6511,palau,81,3,81-3,,1143;1140;1125[70-71]
11861,dusun,56,0,56-0,,234;24;234[263]
14829,manihiki-rakahanga,42,1,42-1,,1604[207]
9889,erromango,30,3,30-3,,"348[139, 153-155]"
2840,Varisi,56,1,56-1,,550[242-243]
16469,rarotonga,140,3,140-3,,1663[41]
12913,manus-titan,105,3,105-3,,1522[174]
8452,karo,59,2,59-2,,1327[54-57]
19087,mussau,61,0,61-0,,1832[161-177]
9827,erromango,37,2,37-2,,1437[389];348[165-167]
13749,tolai,73,3,73-3,,794[67]
10823,landdayak,83,0,83-0,,1550[334-336]
15499,goodenough-island,69,2,69-2,,1616
9742,Seniang,51,1,51-1,,1422[641]
19085,mussau,59,3,59-3,,"1832[157-158, 170-178];1833[157-162]"
2135,marquesas,63,3,63-3,,"945[42-44, 203-230];643[36]"
3810,bontok,82,2,82-2,,659[253-254];661[296]
3811,bontok,83,0,83-0,,661[296];644[579]
12914,manus-titan,106,1,106-1,,1522[174]
8283,ulithi,40,2,40-2,,1343[121-124];1321[56]
7557,tagbanuwa,26,2,26-2,,"1250[49, 173]"
7443,tagbanuwa,5,9.5,,,1250[6];2
16830,eastern-toraja,143,1,143-1,,993[491-492]
8279,ulithi,95,2,95-2,,1343[121-124]
8281,ulithi,38,3,38-3,,1343[114-116];1321[56]
2276,futuna,50,1,50-1,,422[75]
165,moken,69,2,69-2,,39
19543,visayans,73,3,73-3,,1852[18]
7454,tagbanuwa,94,2,94-2,,1250[155]
7607,minahasa,70,1,70-1,,1253[40-51]
5793,eastern-toraja,11,3,11-3,,990[114];994[3-4]
2820,Varisi,36,1,36-1,,"550[240-253, 246-247]"
2822,Varisi,38,2,38-2,,"550[246-248, 250-251]"
19088,mussau,62,1,62-1,,"1832[156, 171]"
2242,futuna,17,1,17-1,,422[56]
8455,karo,62,1,62-1,,1327[45];687[70]
20206,main-reef-islands,67,0,67-0,,1563
20207,main-reef-islands,68,0,68-0,,1563
2197,motu,69,2,69-2,,1216[213]
2239,futuna,14,3,14-3,,427[139]
14842,manihiki-rakahanga,59,1,59-1,,1604[209]
9888,erromango,29,3,29-3,,"348[139, 153-155]"
14845,manihiki-rakahanga,62,0,62-0,,1604[210]
19089,mussau,63,2,63-2,,1832[170-177];1833[157-162]
2299,futuna,78,2,78-2,,423[325]
16348,fijians,140,4,140-4,,1783[97]
2311,futuna,90,1,90-1,,423[322-323]
13107,kaoka,105,1,105-1,,"1224[4-18, 4]"
15433,goodenough-island,34,1,34-1,,1617[150]
7816,isneg,34,1,34-1,,1280[98]
19075,mussau,66,2,66-2,,1833[147-148]
19076,mussau,67,2,67-2,,"1832[51, 147];1833[147]"
3561,iban,40,2,40-2,,257[100-140];1767;315
19160,mussau,50,0,50-0,,"1832[145-160, 170-177];1833[111-132, 157-162]"
15450,goodenough-island,39,0,39-0,,1617[154-162]
13872,rejang,105,3,105-3,,"1740[32, 33-34]"
15451,goodenough-island,44,1,44-1,,1617[145-153]
15452,goodenough-island,45,1,45-1,,1617[120]
15453,goodenough-island,46,0,46-0,,1617[154-162]
15454,goodenough-island,47,0,47-0,,1617[154-162]
15455,goodenough-island,42,0,42-0,,1617[145-153]
1927,puyuma,14,3,14-3,,"373[130, 147-148]"
3480,iban,59,1,59-1,,"257[23-40, 59-60]"
7056,kaoka,36,0,36-0,,1224[72-92]
7057,kaoka,95,2,95-2,,"1224[72-73, 78-79]"
7061,kaoka,40,0,40-0,,1224[72-90]
19112,mussau,14,2,14-2,,1832[158]
1553,kiribati,34,1,34-1,,1276[193]
21272,siraya,10,20000,,,1893[42]
10635,mota,61,0,61-0,,1479[345]
10633,mota,62,1,62-1,,1590[277]
15486,goodenough-island,81,3,81-3,,1148[88]
15463,goodenough-island,54,0,54-0,,23;234;24
15458,goodenough-island,49,0,49-0,,"1617[63-89, 145-153]"
15460,goodenough-island,51,0,51-0,,"1617[28-36, 145-153]"
6170,paiwan,70,2,70-2,,1061[45-51]
4132,lakalai,36,1,36-1,,"698[162-197, 165, 179-181]"
5236,lakalai,95,1,95-1,,"698[162-197, 183-184]"
15470,goodenough-island,61,0,61-0,,1617
15481,goodenough-island,67,0,67-0,,"1617[48-55, 90-108]"
15478,goodenough-island,64,1,64-1,,1617[54]
15479,goodenough-island,65,0,65-0,,"1617[48-55, 90-108]"
5879,palawan-batak,70,1,70-1,,"299[60, 168-169]"
10048,pukapuka,69,2,69-2,,1438[5-6];1555[270]
4126,lakalai,59,1,59-1,,693
648,atoni,14,3,14-3,,"150[330, 363]"
16351,goodenough-island,140,2,140-2,,1617[48]
7310,arosi,61,0,61-0,,"1244[78-137, 201-280, 305-313]"
20147,main-reef-islands,140,3,140-3,,1563
9985,pukapuka,65,0,65-0,,"1438[153-157, 263-305]"
10035,pukapuka,81,3,81-3,,1555[272];1438[5]
10036,pukapuka,82,1,82-1,,1444[491-492]
11933,dusun,62,1,62-1,,"1518[108-109, 282-287]"
13054,Seniang,105,3,105-3,,1422[52]
4167,southern-toraja,62,1,62-1,,728[31]
19401,bellona,14,2,14-2,,"1849[53-101, 152-220]"
5823,eastern-toraja,44,1,44-1,,994[75-76]
15510,goodenough-island,80,2,80-2,,1616
19178,mussau,3,78.9,,,123
15511,goodenough-island,88,2014,,,149
19179,mussau,4,1280,,,123
2638,merina,40,2,40-2,,1819[387-490]
2604,merina,61,0,61-0,,167[2]
19180,mussau,17,2,17-2,,"1832[3-8, 143-144]"
19181,mussau,19,2,19-2,,15[109]
19182,mussau,20,0,20-0,,14[2.21]
19183,mussau,21,0,21-0,,14[2.23]
19184,mussau,94,1,94-1,,"1832[3-8, 170-177]"
19132,mussau,26,1,26-1,,1832[69]
15228,kosrae,5,5.3,,,1622[128];2
7459,tagbanuwa,75,1,75-1,,"1262[267, 271];1250[5-52]"
5430,puyuma,95,1,95-1,,373[49-71];562[125]
19133,mussau,27,2,27-2,,"1832[67, 69]"
1938,puyuma,62,1,62-1,,373[50]
19187,mussau,70,2,70-2,,1832[1-8]
1950,puyuma,59,2,59-2,,373[49-71];562[126]
19186,mussau,69,3,69-3,,1833[129]
13108,kaoka,106,3,106-3,,"1224[4-18, 4]"
1923,puyuma,10,6500,,,"1712;373[16, 17]"
12228,puyuma,105,1,105-1,,"373[1, 43]"
19194,mussau,74,2,74-2,,1833[129]
9998,pukapuka,14,3,14-3,,1438[373-374]
9563,roti,69,3,69-3,,"1411[462, 471]"
7808,isneg,95,0,95-0,,1280[78-79]
19111,mussau,10,2600,,,"1832[29, 33]"
16612,futuna,141,4,141-4,,1660[67]
14985,bughotu,3,0,,,1613
14987,bughotu,17,1,17-1,,1611[65]
16613,futuna-west,140,3,140-3,,1454[20]
1822,iban,24,3,24-3,,842[97];316[87]
1815,iban,25,2,25-2,,842[97]
19097,mussau,11,2,11-2,,"1832[30, 158]"
9564,roti,70,1,70-1,,1411[462]
2110,marquesas,11,3,11-3,,166[98];643[20]
14979,bughotu,2,2,2-2,,1814[23]
19542,visayans,72,2,72-2,,1751;1852[18]
5446,roviana,70,2,70-2,,1016[298];1565[132]
5932,dobuans,2,4,2-4,,1030
13138,marquesas,106,2,106-2,,405[190]
15229,kosrae,6,163,,,1622[128];2
15230,kosrae,7,2,7-2,,1621[259]
15231,kosrae,8,109,,,1621[259]
15232,kosrae,9,629,,,1621[259]
4254,southern-toraja,37,2,37-2,,728[121-124]
4255,southern-toraja,38,2,38-2,,728[121-126]
19545,visayans,75,1,75-1,,1855
7823,isneg,42,1,42-1,,1281[238-240]
5936,dobuans,6,150.8,,,1834[Map 31];2
5935,dobuans,5,-9.6,,,1834[Map 31];2
2544,rarotonga,39,2,39-2,,1881[77-78]
8128,tinguian,95,1,95-1,,1312[297-301]
8130,tinguian,38,0,38-0,,"1312[294, 296-301]"
8591,isneg,49,1,49-1,,1279[9-10]
20125,main-reef-islands,7,1,7-1,,1563[151-152]
15233,kosrae,2,3,2-3,,1621[259];2
3857,nendo,40,2,40-2,,"679[16, 35-94]"
19550,visayans,80,2,80-2,,1751;1853;1854
8742,ajie,49,1,49-1,,1356[111]
8035,yap,36,2,36-2,,1298[597-598];1276[152]
8036,yap,95,1,95-1,,"1298[503-616, 555-556]"
15436,goodenough-island,95,0,95-0,,1617[145-153]
7251,arosi,45,1,45-1,,1247[172-179]
8037,yap,37,1,37-1,,"1298[447, 503-616, 524]"
8620,isneg,82,2,82-2,,1340[333]
7058,kaoka,37,1,37-1,,"1224[72-73, 83-84]"
16354,ifugao,140,1,140-1,,1792
8722,ajie,39,2,39-2,,"1356[28-29, 34]"
19549,visayans,79,1,79-1,,1751;1853;1854
2552,rarotonga,47,1,47-1,,274
8763,ajie,67,2,67-2,,1354[133]
3824,nendo,11,2,11-2,,"1202[290, 291]"
13228,nendo,106,3,106-3,,1202[291]
8719,ajie,95,2,95-2,,"1356[44, 57-58]"
20135,main-reef-islands,94,1,94-1,,1563[156]
10000,pukapuka,16,4,16-4,,1438[373]
2554,rarotonga,49,1,49-1,,472[13]
8728,ajie,44,0,44-0,,1352[4-13]
8729,ajie,45,1,45-1,,1352[8]
8726,ajie,42,1,42-1,,1356[58]
1929,puyuma,16,2,16-2,,"373[24, 149]"
20208,main-reef-islands,14,1,14-1,,1563
13883,tagbanuwa,106,2,106-2,,1250[53]
3827,nendo,14,1,14-1,,1202[292]
8779,ajie,17,1,17-1,,1363[543]
8234,nuaulu,36,1,36-1,,1318[68-72]
9092,belep,6,163.6,,,1386[325];2
9511,tanala,70,1,70-1,,"1397[327-329];1476[84-85, 88-89]"
9731,Seniang,40,0,40-0,,"1422[44-45, 547-552]"
4419,tanimbar,69,3,69-3,,"735[8, 10-11]"
7046,kaoka,55,1,55-1,,1224[72];24[142-143]
7048,kaoka,57,1,57-1,,1224[72]
8785,ajie,2,1,2-1,,1351[7]
7049,kaoka,58,0,58-0,,1224[72]
9048,belep,61,0,61-0,,1370
20210,main-reef-islands,16,4,16-4,,1563
8825,ajie,81,3,81-3,,1358[253-254];1351[9]
8826,ajie,82,2,82-2,,1359[42-43];1351[9]
8828,ajie,84,1,84-1,,78[116-119]
8790,ajie,6,165.6,,,1351[7];2
8793,ajie,9,1618,,,666[64]
9091,belep,5,-19.7,,,1386[325];2
8743,ajie,50,1,50-1,,1355[24-25]
8747,ajie,54,1,54-1,,234[255]
8748,ajie,55,0,55-0,,234[255]
8749,ajie,56,1,56-1,,234[255]
9026,belep,37,3,37-3,,"1370[24, 44];1387[15];1386[338]"
3709,marquesas,49,1,49-1,,945[258-259]
9022,belep,34,1,34-1,,1386[332];1370[27]
9093,belep,7,4,7-4,,1471[2]
9027,belep,38,2,38-2,,"1370[28, 44]"
9095,belep,9,283,,,1387[7]
9039,belep,50,1,50-1,,1370[113-114]
9090,belep,2,2,2-2,,1370[81]
9059,belep,64,1,64-1,,"1370[104-111, 147-148]"
9061,belep,66,1,66-1,,"1370[104-111, 148];1372[78]"
9062,belep,67,2,67-2,,1370[107-108]
5390,roviana,29,3,29-3,,1016
5861,roviana,69,3,69-3,,1016[298];1565[133]
5391,roviana,30,3,30-3,,1016
9084,belep,23,4,23-4,,1372[77];1370[204];1386[339]
9081,belep,25,0,25-0,,1370[204];1372[77]
9086,belep,29,3,29-3,,1370[205-211]
9087,belep,30,3,30-3,,1370[205-211]
6355,wogeo,69,2,69-2,,"1097[4-6, 11];1104"
9077,belep,21,0,21-0,,14[Map 2.23]
5437,roviana,65,1,65-1,,891[365]
10032,pukapuka,30,3,30-3,,"1438[48-49, 55-70, 95]"
5436,roviana,64,0,64-0,,891[365]
15439,goodenough-island,40,0,40-0,,1617[145-153]
5438,roviana,66,1,66-1,,891[361-362]
5439,roviana,67,0,67-0,,891[394]
5417,roviana,54,1,54-1,,1021[154]
5444,roviana,77,2,77-2,,904[549]
5418,roviana,55,1,55-1,,1565[236];1021[154]
19606,casiguran-dumagat,25,0,25-0,,639
5965,dobuans,34,1,34-1,,1033[95-96]
5419,roviana,56,1,56-1,,1021[154]
5420,roviana,57,1,57-1,,1021[154];889[11]
5421,roviana,58,3,58-3,,1021[154];899[S55]
10031,pukapuka,29,2,29-2,,"1438[48, 54-59, 95]"
5192,maori,72,3,72-3,,867[477];868
5399,roviana,36,0,36-0,,1565
5405,roviana,39,2,39-2,,1020[566-567]
19608,casiguran-dumagat,27,1,27-1,,639
20223,main-reef-islands,61,0,61-0,,1563
20224,main-reef-islands,62,0,62-0,,1563
5409,roviana,95,2,95-2,,
5406,roviana,40,2,40-2,,1565[180-181]
15536,kosrae,38,1,38-1,,"1276[107-109, 119]"
8388,ulithi,69,3,69-3,,1343[13-15]
15535,kosrae,37,1,37-1,,"1276[107-109, 119]"
5402,roviana,3,0,,,1814[23]
19551,visayans,88,2014,,,149
5411,roviana,42,1,42-1,,896[59];1565[82]
19611,casiguran-dumagat,61,0,61-0,,639;638
19613,casiguran-dumagat,63,1,63-1,,638;1268
16673,kiribati,142,4,142-4,,1543[122]
10033,pukapuka,31,3,31-3,,1438[90-91]
5632,kayan,62,1,62-1,,970[51]
5392,roviana,31,4,31-4,,"1798[3138, 142, 144-145]"
3711,marquesas,51,1,51-1,,"945[59, 260]"
5389,roviana,28,3,28-3,,1016
5384,roviana,23,2,23-2,,1016
5385,roviana,24,2,24-2,,
5386,roviana,25,1,25-1,,
15435,goodenough-island,36,0,36-0,,1617[145-153]
5448,roviana,83,0,83-0,,1723[23-49]
5896,roviana,84,3,84-3,,1723[23-49]
5872,roviana,78,1,78-1,,1017[30];2
5442,roviana,8,3365,,,666[64]
5453,roviana,91,2,91-2,,1007[4];903[119]
20232,main-reef-islands,42,1,42-1,,1563
276,hawaiians,10,350000,,,92[32-33]
1123,nias,62,1,62-1,,898[5];243[154]
20235,main-reef-islands,34,1,34-1,,1563
6899,lau,38,3,38-3,,"1220[129, 132]"
6898,lau,37,2,37-2,,"1220[129, 132]"
15561,kosrae,54,0,54-0,,23;234;24
15562,kosrae,55,1,55-1,,23[419]
15563,kosrae,56,0,56-0,,23;234;24
16618,iban,141,4,141-4,,842[97]
7254,arosi,34,1,34-1,,1244[262]
10016,pukapuka,23,3,23-3,,"1438[25, 95, 81-83, 99, 104]"
7252,arosi,46,0,46-0,,"1247[5, 13, 261-300];1244[238]"
7293,arosi,47,0,47-0,,1247[5]
10017,pukapuka,24,3,24-3,,"1438[81-83, 99, 104]"
10018,pukapuka,25,1,25-1,,1438[104-107]
2559,rarotonga,54,1,54-1,,472[11-12]
7324,arosi,42,1,42-1,,1247[152-153]
7313,arosi,49,1,49-1,,1244[297]
7314,arosi,50,1,50-1,,1247[157]
7315,arosi,51,1,51-1,,1244[297]
16674,kosrae,142,4,142-4,,1622[129]
2560,rarotonga,55,1,55-1,,472[11-12]
7319,arosi,64,2,64-2,,"1244[184, 190]"
7320,arosi,65,2,65-2,,"1244[184, 190]"
15438,goodenough-island,38,0,38-0,,1617[145-153]
10010,pukapuka,2,1,2-1,,"1438[17, 384-385]"
10002,pukapuka,3,525.4,,,"1438[17, 384-385];123"
5195,maori,75,3,75-3,,867;868[15-17]
19604,casiguran-dumagat,23,1,23-1,,639
16675,kwaio,142,4,142-4,,1221[162]
7307,arosi,16,1,16-1,,1244[305]
21316,siraya,143,1,143-1,,1893[28-29]
8238,nuaulu,39,2,39-2,,1318[68-72]
7263,arosi,4,1734,,,1244[4];123
14924,anuta,34,1,34-1,,1608
10057,pukapuka,78,1,78-1,,1445;2
1792,tanna,34,1,34-1,,346[173]
21385,siraya,2,1,2-1,,1893[31]
7337,arosi,24,3,24-3,,1247[61];1204[289]
7338,arosi,25,2,25-2,,1204[289]
7341,arosi,28,2,28-2,,1204[289]
7342,arosi,29,2,29-2,,1204[289]
7256,arosi,2,1,2-1,,1247[37]
8292,nuaulu,45,1,45-1,,1318[180-182]
10049,pukapuka,70,0,70-0,,1438[5-6]
15574,kosrae,29,2,29-2,,1622[128]
7260,arosi,8,3191,,,666[64]
4077,toba-batak,87,1,87-1,,1568
15487,goodenough-island,82,2,82-2,,"1615[85, 88]"
1856,tanna,61,0,61-0,,346[103-191]
1858,tanna,62,1,62-1,,346[118]
10051,pukapuka,72,2,72-2,,1764
15601,kosrae,77,2,77-2,,1622[128]
15599,kosrae,75,2,75-2,,1622[128]
21269,siraya,1,1627,,,"1893[63, 454]"
15583,kosrae,84,1,84-1,,1719[33-130]
6234,mentawai,42,1,42-1,,"243[192, 205]"
2561,rarotonga,56,1,56-1,,472[11-12]
6229,mentawai,37,1,37-1,,243[193]
6238,mentawai,46,1,46-1,,1076[166];243[159]
6227,mentawai,36,2,36-2,,"243[164, 192-193]"
6270,mentawai,81,3,81-3,,1085
6272,mentawai,83,2,83-2,,167[41-42];1083[72-73]
6428,ifugao,81,3,81-3,,"1117[499];1177[24, 83]"
5967,dobuans,36,2,36-2,,1033[94-102]
5968,dobuans,95,1,95-1,,1035[77-94];1033[94-102]
15204,niue,39,2,39-2,,1618[157-166]
6232,mentawai,40,0,40-0,,"243[192-197, 216-217];1076[229]"
6241,mentawai,49,0,49-0,,1081[235-242]
6242,mentawai,50,1,50-1,,1076[229]
15459,goodenough-island,50,1,50-1,,1617[117]
15064,bughotu,67,0,67-0,,1614
15065,bughotu,68,0,68-0,,1614
19669,casiguran-dumagat,51,0,51-0,,639;638
6254,mentawai,64,2,64-2,,243[168]
15029,bughotu,40,1,40-1,,1614
19667,casiguran-dumagat,49,0,49-0,,638
9211,small_islands,10,3000,,,"1384[24, 745]"
15603,kosrae,79,1,79-1,,1403
6193,mentawai,3,41.7,,,243[157-159];123
6210,mentawai,20,2,20-2,,243[159]
6214,mentawai,23,3,23-3,,243[163];1075
15604,kosrae,80,2,80-2,,1403
12812,small_islands,105,2,105-2,,1384[11-12]
15605,kosrae,88,2014,,,149
6199,mentawai,8,4000,,,1072[10];1083[42]
1765,tanna,14,4,14-4,,346[35]
6218,mentawai,27,3,27-3,,243[163-164]
6196,mentawai,6,98.9,,,1072[10];2
